Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
12051,"Brandenburg an der Havel, Stadt",krsfr. Stadt,1080.0,1114.0,1135.0,1151.0,1161.0,1174.0,1198.0,1214.0,1244.0,1278.0,1277.0,1321.0,1331.0,1353.0,1384.0,1421.0,870.0,866.0,868.0,893.0,889.0,895.0,910.0,932.0,949.0,985.0,58.7,61.4,69.2,70.3,70.9,89.5,103.9,281.8,200.2,199.7,294.8,310.4,284.0,308.5,278.7,229.9,302.6,299.4,376.6,437.2,510.0,430.3,415.1,395.0,441.7,463.7,459.6,502.6,150.4,148.9,148.8,153.2,153.1,153.8,153.3,158.0,155.6,150.9,21.4,20.7,20.1,19.9,19.0,17.8,15.8,14.7,15.3,16.3,16.8,19.0,17.9,19.0,1.0,986.0,801.6,1136.3,242.9,-19.4,31.0,28.0,25.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,17.0,17.0,16.0,17.0,17.0,16.0,-1.8
12052,"Cottbus, Stadt",krsfr. Stadt,1101.0,1146.0,1173.0,1200.0,1213.0,1229.0,1250.0,1263.0,1300.0,1331.0,1337.0,1397.0,1473.0,1574.0,1616.0,1670.0,944.0,938.0,941.0,970.0,968.0,971.0,988.0,1013.0,1031.0,1065.0,99.4,93.5,105.6,109.4,114.6,113.8,114.7,266.4,210.7,284.1,315.9,302.4,294.2,284.9,279.0,259.5,311.7,336.5,365.3,485.7,796.7,630.7,500.6,491.2,511.7,605.0,567.9,600.6,168.5,165.4,161.7,159.4,156.5,161.7,162.8,169.1,169.4,167.0,17.8,17.8,17.5,17.5,17.1,15.8,14.7,13.6,13.9,15.1,16.2,16.8,17.2,18.3,5.7,844.3,609.5,829.7,216.5,-22.4,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,-7.2
12053,"Frankfurt (Oder), Stadt",krsfr. Stadt,1042.0,1074.0,1101.0,1116.0,1137.0,1160.0,1189.0,1202.0,1228.0,1254.0,1249.0,1313.0,1311.0,1324.0,1362.0,1401.0,923.0,921.0,922.0,950.0,946.0,949.0,965.0,988.0,1006.0,1039.0,111.9,110.9,116.2,120.9,143.4,143.6,143.7,275.6,217.7,262.6,294.9,257.0,244.2,263.4,243.6,224.0,259.9,275.2,285.7,344.2,455.4,805.5,548.9,653.7,407.0,467.4,480.5,516.9,168.1,163.8,166.9,172.4,170.1,176.9,181.1,185.5,187.3,180.7,19.7,19.1,20.0,19.9,19.3,17.5,19.5,18.1,18.3,19.8,21.7,21.4,21.7,22.3,2.9,857.0,796.7,903.0,227.2,-25.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,-9.8
12054,"Potsdam, Stadt",krsfr. Stadt,1144.0,1190.0,1223.0,1256.0,1305.0,1330.0,1366.0,1392.0,1426.0,1451.0,1454.0,1484.0,1499.0,1522.0,1539.0,1563.0,945.0,942.0,945.0,973.0,969.0,971.0,988.0,1010.0,1028.0,1062.0,45.3,51.3,62.7,71.0,78.0,83.8,88.1,284.4,226.3,270.8,351.8,355.7,384.8,316.9,324.8,306.6,328.1,399.0,393.5,444.4,469.3,472.9,483.9,507.8,577.1,567.1,617.0,652.7,128.8,123.3,122.6,119.1,115.7,119.2,121.2,123.6,126.8,126.1,12.0,11.6,11.1,11.1,10.7,10.2,23.4,21.2,21.4,24.0,24.6,25.0,26.5,26.0,1.6,828.1,565.6,596.9,236.8,4.8,42.0,37.0,32.0,29.0,27.0,27.0,26.0,25.0,23.0,21.0,20.0,18.0,18.0,18.0,18.0,17.0,4.9
12060,Barnim,Landkreis,1138.0,1189.0,1212.0,1238.0,1251.0,1280.0,1305.0,1327.0,1372.0,1420.0,1426.0,1515.0,1511.0,1529.0,1555.0,1589.0,892.0,890.0,896.0,925.0,924.0,928.0,944.0,968.0,986.0,1020.0,98.9,101.0,112.1,125.1,130.1,137.2,134.8,248.2,186.9,194.3,217.5,198.7,208.1,201.1,196.4,204.9,215.3,222.4,253.3,324.8,358.8,361.1,367.9,417.2,439.8,476.6,478.3,531.4,124.4,124.8,125.7,132.2,134.0,140.1,140.6,144.2,143.7,143.2,13.3,13.1,12.6,12.0,11.3,10.1,8.2,7.2,7.2,7.3,8.0,8.2,9.1,9.6,18.7,1928.6,1486.0,1666.4,374.2,8.7,41.0,40.0,38.0,37.0,36.0,36.0,35.0,34.0,33.0,31.0,30.0,29.0,29.0,28.0,28.0,27.0,14.5
12061,Dahme-Spreewald,Landkreis,1203.0,1256.0,1269.0,1295.0,1304.0,1331.0,1367.0,1396.0,1441.0,1474.0,1473.0,1545.0,1542.0,1557.0,1572.0,1597.0,900.0,898.0,901.0,929.0,927.0,932.0,947.0,970.0,988.0,1024.0,53.9,67.3,72.5,79.8,78.9,82.3,83.9,259.8,227.4,-1.0,273.1,239.9,270.5,255.0,273.1,223.4,294.1,403.6,428.9,597.4,691.3,688.0,750.4,641.1,752.7,1105.4,1068.3,1107.7,139.8,140.3,143.5,149.7,151.4,157.8,161.9,164.1,165.5,168.1,10.7,10.0,9.7,9.5,9.0,8.3,11.3,8.6,9.4,10.0,10.3,11.6,11.6,10.5,16.3,2659.3,1806.1,1981.2,389.0,0.4,12.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,1.0,0.0,2.1
12062,Elbe-Elster,Landkreis,1043.0,1087.0,1100.0,1121.0,1146.0,1178.0,1200.0,1228.0,1267.0,1288.0,1298.0,1360.0,1364.0,1403.0,1426.0,1470.0,850.0,847.0,850.0,875.0,872.0,875.0,889.0,911.0,926.0,961.0,56.3,60.6,63.1,76.1,78.0,85.1,86.0,244.8,178.4,174.2,197.9,182.9,194.2,183.6,187.7,175.6,195.1,206.6,220.2,272.2,289.9,295.5,318.0,334.8,372.9,395.6,402.6,419.3,153.0,152.8,158.2,163.8,163.3,168.0,172.6,178.6,194.8,193.0,15.3,14.4,14.5,14.3,13.8,12.5,5.9,6.2,6.7,6.7,6.1,6.7,7.1,6.5,16.6,2544.9,2091.1,2209.5,375.9,-29.2,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,-8.4
12063,Havelland,Landkreis,1142.0,1190.0,1193.0,1217.0,1232.0,1267.0,1310.0,1347.0,1387.0,1427.0,1432.0,1501.0,1495.0,1514.0,1526.0,1548.0,851.0,848.0,857.0,883.0,879.0,884.0,900.0,919.0,937.0,972.0,58.7,58.8,67.0,75.8,79.0,79.2,79.8,244.9,199.4,202.1,234.0,219.6,219.7,221.2,206.4,223.5,258.0,254.0,299.5,353.5,405.9,378.4,391.5,449.5,477.8,502.9,498.1,550.1,132.2,132.4,133.4,135.0,133.9,138.2,153.6,156.2,159.3,154.5,12.4,11.6,11.6,11.2,10.5,9.3,12.5,10.8,11.5,12.2,12.5,13.5,12.4,13.2,15.2,2040.1,1722.0,1769.2,347.1,6.4,55.0,52.0,50.0,48.0,47.0,46.0,45.0,44.0,43.0,41.0,40.0,39.0,38.0,38.0,38.0,38.0,19.0
12064,Märkisch-Oderland,Landkreis,1136.0,1187.0,1194.0,1213.0,1234.0,1257.0,1283.0,1302.0,1348.0,1385.0,1395.0,1468.0,1470.0,1499.0,1519.0,1549.0,893.0,892.0,898.0,927.0,927.0,931.0,946.0,970.0,988.0,1024.0,81.7,80.1,85.4,100.1,103.5,102.3,105.5,257.3,186.4,188.3,203.1,216.9,198.1,191.9,192.9,287.3,213.9,272.9,267.1,324.7,362.8,284.3,409.4,409.3,485.7,522.3,486.3,536.4,126.2,127.7,128.5,130.1,131.5,137.2,139.6,142.5,143.0,144.5,14.5,13.7,13.3,13.0,12.2,11.0,7.7,6.3,6.0,5.8,5.9,6.3,6.3,6.7,19.8,2113.4,1712.3,1745.8,434.8,1.2,41.0,40.0,39.0,39.0,39.0,39.0,38.0,37.0,36.0,34.0,33.0,31.0,30.0,29.0,27.0,26.0,12.7
12065,Oberhavel,Landkreis,1177.0,1233.0,1254.0,1279.0,1297.0,1319.0,1343.0,1358.0,1398.0,1435.0,1443.0,1504.0,1582.0,1689.0,1707.0,1743.0,876.0,873.0,878.0,905.0,902.0,906.0,922.0,942.0,959.0,993.0,77.8,86.3,89.1,95.3,95.8,102.0,97.9,327.9,305.2,319.0,410.6,401.8,460.6,318.2,247.1,251.6,290.8,484.2,449.9,552.5,643.9,565.9,579.6,578.9,596.6,652.0,735.7,744.7,140.6,141.6,144.5,148.8,149.8,157.5,159.4,162.9,166.4,165.0,12.0,11.4,11.0,10.8,10.3,9.3,10.6,9.0,9.2,10.2,11.0,11.7,11.4,11.8,15.4,1741.3,1453.5,1418.1,407.3,8.1,39.0,37.0,36.0,35.0,34.0,34.0,33.0,31.0,30.0,29.0,28.0,28.0,28.0,28.0,29.0,29.0,11.7
12066,Oberspreewald-Lausitz,Landkreis,1056.0,1100.0,1126.0,1158.0,1181.0,1192.0,1210.0,1228.0,1268.0,1303.0,1320.0,1401.0,1406.0,1431.0,1461.0,1509.0,939.0,932.0,935.0,958.0,954.0,958.0,974.0,999.0,1015.0,1049.0,65.0,74.2,85.4,90.4,99.6,109.1,107.2,252.5,202.9,210.7,247.4,220.2,223.3,208.5,214.0,201.3,239.9,242.3,295.1,323.4,366.8,357.0,392.5,410.4,447.1,461.2,481.0,452.8,143.0,142.7,145.2,148.5,145.1,150.8,150.9,150.9,155.0,155.2,17.8,17.6,17.4,16.9,16.6,15.2,7.1,6.0,5.9,6.4,7.0,7.7,7.2,7.2,19.6,1654.6,1559.1,1572.9,411.1,-32.1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,-10.5
12067,Oder-Spree,Landkreis,1074.0,1117.0,1140.0,1172.0,1199.0,1240.0,1269.0,1286.0,1326.0,1365.0,1374.0,1463.0,1469.0,1495.0,1516.0,1531.0,890.0,889.0,893.0,922.0,920.0,925.0,941.0,964.0,981.0,1015.0,80.9,68.8,69.9,81.3,93.8,95.3,91.7,245.8,192.8,192.2,201.9,198.9,226.2,211.6,216.2,210.7,242.3,276.7,293.0,367.6,410.1,378.6,375.9,435.4,426.9,473.1,478.0,531.9,144.5,146.8,149.0,154.3,155.5,165.1,163.9,166.0,165.6,159.8,13.8,14.1,13.8,13.5,12.8,11.4,8.7,8.4,7.9,8.3,8.6,9.6,9.5,10.5,13.8,2384.7,1913.2,1947.3,417.9,-7.5,35.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,31.0,30.0,29.0,27.0,26.0,25.0,24.0,23.0,6.1
12068,Ostprignitz-Ruppin,Landkreis,1031.0,1074.0,1086.0,1109.0,1139.0,1160.0,1187.0,1206.0,1252.0,1280.0,1295.0,1370.0,1369.0,1399.0,1407.0,1445.0,821.0,820.0,823.0,851.0,850.0,854.0,870.0,891.0,908.0,945.0,81.8,86.6,90.9,91.3,105.5,104.3,106.1,246.8,187.4,163.0,186.9,190.3,199.0,183.2,226.0,223.7,263.6,255.2,262.8,325.6,361.3,319.8,351.3,370.4,417.6,441.6,457.5,488.8,168.8,169.2,174.2,179.5,179.8,187.5,192.2,195.9,199.7,198.8,17.7,17.0,16.7,16.1,15.1,13.6,9.5,10.3,10.2,10.9,10.8,12.0,11.7,12.0,18.2,3647.8,2890.0,2629.9,454.6,-17.8,32.0,30.0,29.0,28.0,28.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,27.0,28.0,29.0,29.0,2.3
12069,Potsdam-Mittelmark,Landkreis,1226.0,1267.0,1281.0,1316.0,1342.0,1408.0,1449.0,1493.0,1542.0,1571.0,1570.0,1643.0,1640.0,1670.0,1684.0,1714.0,870.0,868.0,874.0,903.0,901.0,905.0,922.0,943.0,961.0,997.0,82.6,93.7,90.0,94.1,91.5,89.5,100.6,257.1,200.5,212.7,232.1,218.7,226.4,219.9,223.2,222.3,262.5,286.8,322.0,388.6,453.1,445.9,444.9,493.4,537.4,566.8,574.6,638.4,134.1,135.9,137.5,139.7,139.2,148.6,155.9,158.9,158.1,155.8,7.9,7.0,7.1,6.7,6.3,5.7,7.9,7.1,7.8,8.1,8.6,9.3,8.7,8.9,18.8,2220.4,1786.8,1848.8,421.9,5.8,60.0,57.0,55.0,53.0,52.0,51.0,50.0,49.0,48.0,46.0,45.0,44.0,43.0,43.0,43.0,43.0,20.2
12070,Prignitz,Landkreis,1030.0,1083.0,1093.0,1115.0,1158.0,1193.0,1217.0,1248.0,1294.0,1311.0,1327.0,1398.0,1394.0,1440.0,1442.0,1478.0,825.0,822.0,825.0,853.0,850.0,854.0,866.0,888.0,903.0,939.0,68.6,79.1,93.0,106.4,112.6,125.3,131.0,249.8,180.2,-1.0,189.6,181.3,198.2,198.3,208.6,193.3,228.2,227.0,233.1,303.4,331.6,316.3,325.0,357.3,407.1,427.6,431.1,460.6,180.2,188.8,196.4,205.6,203.4,214.6,215.2,215.4,217.3,214.0,18.2,17.7,17.3,17.2,16.3,14.7,9.6,7.8,7.7,8.0,9.3,9.9,9.6,9.4,15.2,3660.8,2811.8,2500.1,561.4,-26.3,26.0,25.0,24.0,24.0,23.0,23.0,23.0,22.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,-3.3
12071,Spree-Neiße,Landkreis,1066.0,1102.0,1120.0,1152.0,1178.0,1209.0,1233.0,1258.0,1302.0,1342.0,1361.0,1456.0,1447.0,1464.0,1499.0,1552.0,882.0,879.0,884.0,912.0,909.0,912.0,928.0,953.0,970.0,1006.0,59.1,70.6,72.7,75.8,79.9,97.6,97.3,250.6,191.1,202.5,227.6,216.1,207.1,196.9,214.4,207.5,256.8,261.4,367.9,482.5,511.8,518.2,480.4,446.7,501.0,580.5,577.4,522.5,157.5,155.0,157.5,163.2,165.0,173.1,177.7,182.8,185.1,184.9,14.6,14.3,14.2,13.7,13.3,12.0,9.7,7.8,7.8,8.4,8.3,9.1,9.1,10.1,16.8,2682.9,1890.2,2041.9,400.6,-25.5,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,-5.9
12072,Teltow-Fläming,Landkreis,1123.0,1178.0,1200.0,1236.0,1270.0,1330.0,1367.0,1407.0,1441.0,1466.0,1460.0,1528.0,1516.0,1528.0,1542.0,1572.0,874.0,871.0,875.0,902.0,900.0,903.0,918.0,939.0,956.0,991.0,89.6,88.0,100.4,99.2,105.5,117.4,110.4,327.3,251.5,283.3,368.7,261.8,596.5,508.0,380.4,333.9,427.7,363.2,386.2,476.6,498.3,522.9,604.5,570.3,752.7,771.2,871.8,839.4,140.5,140.0,140.7,146.1,147.0,152.3,155.9,158.6,159.5,156.5,11.2,10.5,10.1,10.0,9.6,8.8,8.2,7.8,7.8,8.6,9.1,10.1,10.5,10.7,20.4,2192.0,1967.6,1848.7,360.7,3.6,43.0,41.0,39.0,38.0,37.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,31.0,30.0,31.0,31.0,17.4
12073,Uckermark,Landkreis,1009.0,1057.0,1064.0,1077.0,1102.0,1119.0,1137.0,1161.0,1204.0,1229.0,1239.0,1333.0,1335.0,1371.0,1386.0,1423.0,838.0,837.0,841.0,870.0,869.0,875.0,890.0,913.0,929.0,966.0,70.6,69.8,72.0,81.8,87.8,93.9,94.6,247.1,182.8,168.8,201.2,205.1,215.0,211.9,213.1,183.5,211.0,214.9,262.1,307.5,345.5,336.2,357.3,381.9,393.3,424.5,457.0,491.8,153.2,158.3,161.5,160.2,159.2,169.8,174.2,178.2,180.4,178.1,21.4,21.8,21.5,21.1,20.6,18.7,10.5,9.3,9.5,9.6,10.7,10.7,11.6,11.4,16.0,3424.3,3342.2,2331.5,379.8,-25.3,26.0,25.0,24.0,22.0,22.0,22.0,22.0,21.0,21.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,-3.4
13003,"Rostock, Stadt",krsfr. Stadt,1088.0,1124.0,1148.0,1163.0,1167.0,1187.0,1213.0,1228.0,1248.0,1292.0,1296.0,1328.0,1364.0,1374.0,1396.0,1432.0,921.0,919.0,920.0,949.0,946.0,948.0,963.0,988.0,1005.0,1041.0,81.5,79.0,77.2,91.5,116.5,112.3,116.6,232.2,194.3,247.4,313.4,301.4,346.7,264.7,253.1,231.1,259.7,273.1,316.0,335.9,414.7,409.0,401.3,428.0,457.7,493.9,522.8,555.0,184.6,176.0,178.1,160.7,148.9,155.8,157.6,210.4,165.1,167.0,18.8,17.9,17.4,17.1,16.7,15.3,21.6,18.5,20.1,21.8,22.3,24.3,24.3,24.8,3.6,599.1,456.8,686.4,236.6,-13.6,14.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,5.0,-2.3
13004,"Schwerin, Stadt",krsfr. Stadt,1121.0,1153.0,1183.0,1204.0,1213.0,1227.0,1245.0,1247.0,1274.0,1320.0,1329.0,1400.0,1439.0,1457.0,1478.0,1462.0,908.0,907.0,909.0,938.0,935.0,936.0,949.0,970.0,987.0,1022.0,95.6,111.2,151.3,152.4,158.2,163.9,150.5,240.9,224.7,294.0,355.0,335.7,347.4,302.0,285.2,276.8,308.3,347.3,355.4,433.1,435.1,408.9,422.4,493.1,487.3,550.8,562.1,565.9,114.4,114.4,108.1,108.8,107.9,114.8,114.4,121.5,118.3,114.2,20.9,20.5,19.3,19.0,18.4,16.0,35.9,35.1,34.1,36.8,38.1,38.8,38.9,38.7,4.0,620.7,764.8,772.8,228.9,-18.2,21.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,14.0,13.0,13.0,12.0,12.0,-6.1
13071,Mecklenburgische Seenplatte,Landkreis,1030.0,1076.0,1106.0,1147.0,1199.0,1196.0,1210.0,1216.0,1259.0,1287.0,1298.0,1364.0,1378.0,1407.0,1419.0,1452.0,843.0,842.0,845.0,876.0,876.0,880.0,896.0,919.0,937.0,974.0,75.8,86.9,92.8,97.9,102.0,107.5,110.7,228.2,177.0,183.7,224.4,210.4,223.4,212.6,203.3,254.9,292.1,349.8,346.8,337.0,331.3,332.4,333.3,383.7,413.1,418.7,447.0,499.3,145.2,139.3,138.1,138.7,137.7,137.8,92.8,139.3,121.5,124.2,18.3,17.6,17.4,17.3,16.8,15.3,8.7,6.9,6.8,7.2,8.1,8.9,8.6,9.1,17.3,3100.0,2674.8,2218.1,712.7,-23.3,22.0,21.0,21.0,20.0,20.0,19.0,18.0,17.0,15.0,13.0,11.0,9.0,8.0,7.0,7.0,7.0,-5.9
13072,Landkreis Rostock,Landkreis,1035.0,1089.0,1108.0,1136.0,1174.0,1202.0,1244.0,1273.0,1322.0,1355.0,1366.0,1429.0,1467.0,1507.0,1508.0,1534.0,834.0,833.0,835.0,866.0,866.0,872.0,888.0,912.0,930.0,970.0,95.0,93.8,108.9,120.8,124.8,133.9,136.6,207.8,160.4,149.3,184.0,185.6,197.9,210.2,181.6,199.5,221.4,226.4,272.8,320.5,346.5,351.1,389.5,403.3,437.1,496.6,509.6,534.2,104.7,106.0,103.3,103.6,102.8,107.5,109.4,69.7,116.1,115.5,13.8,13.0,12.7,12.2,11.6,10.0,6.9,6.7,6.7,6.9,7.2,7.6,7.3,7.8,16.5,2822.8,2451.5,2245.5,606.5,-10.9,31.0,28.0,27.0,26.0,26.0,26.0,25.0,25.0,23.0,22.0,20.0,18.0,17.0,16.0,15.0,14.0,5.4
13073,Vorpommern-Rügen,Landkreis,1027.0,1073.0,1088.0,1117.0,1145.0,1165.0,1198.0,1216.0,1260.0,1298.0,1311.0,1365.0,1396.0,1420.0,1429.0,1465.0,838.0,838.0,841.0,869.0,868.0,873.0,889.0,911.0,929.0,966.0,100.5,102.2,105.3,113.8,116.7,124.6,119.9,215.4,165.7,159.6,194.2,187.6,200.7,196.4,187.4,190.6,207.6,215.2,241.8,270.5,316.1,318.1,330.2,348.6,395.7,420.5,446.0,463.6,130.9,128.5,126.5,125.4,124.9,130.4,137.9,144.5,145.7,149.5,17.3,16.5,16.2,16.4,15.9,14.2,8.2,7.0,7.0,7.4,8.9,9.4,8.7,8.5,19.6,2375.7,1741.6,2115.9,1454.1,-17.0,32.0,31.0,30.0,30.0,29.0,28.0,27.0,26.0,24.0,21.0,19.0,18.0,16.0,16.0,15.0,15.0,-0.2
13074,Nordwestmecklenburg,Landkreis,1038.0,1090.0,1105.0,1127.0,1156.0,1176.0,1218.0,1243.0,1279.0,1297.0,1306.0,1372.0,1411.0,1446.0,1456.0,1487.0,834.0,833.0,837.0,865.0,864.0,867.0,886.0,907.0,925.0,965.0,81.6,89.3,99.8,106.0,110.4,118.8,117.9,212.1,164.7,181.4,181.3,193.6,191.5,182.8,181.2,185.6,207.4,246.1,274.0,325.6,385.0,341.6,368.4,421.1,399.4,436.5,464.2,481.7,140.3,138.4,136.6,128.1,130.3,134.9,125.6,143.9,151.5,148.8,13.7,13.3,12.7,12.3,11.5,10.1,15.0,13.9,14.2,14.6,15.3,15.9,15.7,15.8,16.6,2900.4,2211.8,2001.0,547.2,-7.7,35.0,33.0,31.0,30.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,22.0,21.0,20.0,20.0,19.0,4.5
13075,Vorpommern-Greifswald,Landkreis,1001.0,1039.0,1061.0,1084.0,1109.0,1121.0,1148.0,1161.0,1200.0,1236.0,1249.0,1267.0,1319.0,1342.0,1358.0,1391.0,836.0,836.0,839.0,869.0,869.0,873.0,888.0,911.0,928.0,965.0,93.6,101.0,105.4,105.5,112.9,116.4,118.8,221.6,157.2,163.1,211.3,197.0,199.8,191.7,176.6,192.7,208.1,230.4,251.5,269.3,300.6,297.4,304.5,321.3,363.6,384.4,404.0,450.8,158.6,142.7,145.1,148.9,145.1,152.6,149.6,145.1,144.9,146.4,19.2,18.4,18.2,17.6,16.9,15.1,10.1,9.4,9.8,10.5,10.7,11.8,11.7,11.0,17.0,2393.9,2284.2,2093.4,1404.3,-18.1,26.0,26.0,25.0,24.0,24.0,23.0,22.0,21.0,19.0,18.0,16.0,15.0,14.0,13.0,13.0,13.0,-3.1
13076,Ludwigslust-Parchim,Landkreis,1067.0,1124.0,1142.0,1171.0,1212.0,1235.0,1273.0,1298.0,1349.0,1372.0,1385.0,1445.0,1480.0,1514.0,1514.0,1537.0,815.0,815.0,819.0,849.0,849.0,854.0,870.0,892.0,908.0,948.0,79.7,92.2,95.7,101.1,109.0,112.9,113.9,213.3,167.3,163.9,189.1,193.2,200.4,211.9,229.1,202.0,258.0,236.7,275.8,320.6,349.5,342.5,384.2,462.2,452.4,482.1,491.8,511.5,141.3,132.8,127.2,131.1,131.1,129.6,132.3,133.0,135.2,133.8,12.6,11.9,11.6,11.4,10.9,9.8,9.3,7.8,8.1,9.3,9.8,11.7,11.7,12.2,15.5,3499.6,2779.0,2684.5,895.4,-16.9,27.0,26.0,24.0,23.0,22.0,22.0,22.0,21.0,21.0,20.0,19.0,17.0,17.0,16.0,16.0,16.0,1.9
14511,"Chemnitz, Stadt",krsfr. Stadt,1170.0,1209.0,1246.0,1279.0,1298.0,1307.0,1340.0,1361.0,1395.0,1426.0,1451.0,1490.0,1522.0,1541.0,1559.0,1575.0,943.0,939.0,939.0,957.0,951.0,952.0,964.0,985.0,999.0,1031.0,86.3,100.3,112.3,122.4,128.3,128.3,131.9,245.5,203.5,245.7,302.5,305.7,286.4,293.8,248.2,257.7,306.9,344.7,361.9,387.9,440.8,424.0,450.3,478.1,509.9,546.8,557.3,555.4,152.5,151.4,153.5,166.2,164.1,164.8,162.4,158.1,156.5,155.0,16.6,15.7,15.2,14.8,14.1,12.6,10.7,9.7,11.7,12.5,13.9,15.0,15.5,15.3,8.1,627.3,473.6,660.9,223.8,-22.3,12.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,-9.4
