Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
14521,Erzgebirgskreis,Landkreis,1079.0,1134.0,1150.0,1179.0,1197.0,1198.0,1233.0,1258.0,1299.0,1325.0,1345.0,1398.0,1435.0,1463.0,1494.0,1547.0,882.0,879.0,880.0,898.0,893.0,894.0,905.0,925.0,936.0,966.0,80.4,86.6,90.8,96.6,107.6,111.9,121.5,206.1,151.4,123.3,154.5,157.4,160.7,158.9,160.7,166.1,194.3,210.0,239.3,279.3,314.4,286.0,302.8,342.9,347.0,362.0,389.0,425.7,115.1,122.6,121.4,131.7,125.5,126.7,135.7,138.2,138.2,137.6,12.8,11.6,11.5,10.9,10.2,8.6,3.9,3.6,3.5,3.8,4.1,4.5,4.5,4.4,11.6,1351.6,1013.7,1301.6,299.5,-23.5,17.0,16.0,16.0,15.0,14.0,14.0,14.0,13.0,13.0,12.0,11.0,10.0,10.0,9.0,9.0,9.0,-7.2
14522,Mittelsachsen,Landkreis,1100.0,1155.0,1175.0,1205.0,1232.0,1237.0,1276.0,1308.0,1342.0,1358.0,1386.0,1444.0,1474.0,1500.0,1527.0,1571.0,876.0,873.0,875.0,896.0,892.0,893.0,906.0,927.0,942.0,976.0,83.8,95.4,98.7,106.6,113.8,114.8,126.1,222.6,174.4,165.7,189.8,183.8,198.8,189.7,184.5,208.8,245.9,262.9,304.0,378.3,410.3,383.9,410.9,440.8,423.5,449.7,479.0,513.9,118.1,116.7,114.9,129.4,125.6,128.4,131.7,129.3,131.3,131.1,12.8,11.6,11.1,11.0,10.3,9.0,4.3,3.4,3.3,3.8,4.4,4.8,4.9,4.8,13.1,1852.2,1325.8,1485.1,360.6,-21.6,16.0,15.0,15.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,10.0,10.0,9.0,9.0,8.0,8.0,-6.0
14523,Vogtlandkreis,Landkreis,1121.0,1169.0,1194.0,1222.0,1242.0,1248.0,1283.0,1309.0,1345.0,1368.0,1390.0,1442.0,1475.0,1501.0,1531.0,1577.0,878.0,873.0,873.0,891.0,886.0,886.0,897.0,917.0,929.0,960.0,100.1,107.0,114.8,123.6,129.0,137.0,142.3,226.0,165.6,159.6,186.0,192.9,198.8,186.7,172.7,187.3,219.3,235.5,266.2,306.9,380.8,317.9,344.9,392.1,403.4,422.7,458.8,459.2,130.5,137.2,143.3,156.8,153.4,157.2,159.5,162.2,163.9,161.8,13.1,12.1,11.5,11.2,10.7,9.2,3.5,3.4,3.7,4.1,4.7,5.1,5.6,6.1,11.2,1549.5,1093.9,1362.1,362.7,-22.5,15.0,15.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,-5.1
14524,Zwickau,Landkreis,1109.0,1160.0,1184.0,1213.0,1235.0,1242.0,1276.0,1301.0,1338.0,1366.0,1394.0,1451.0,1492.0,1526.0,1559.0,1608.0,890.0,886.0,886.0,904.0,899.0,901.0,913.0,934.0,948.0,979.0,96.7,114.3,117.4,122.8,135.7,141.0,142.8,239.3,188.4,171.1,226.6,239.2,222.2,223.4,217.9,214.7,229.7,251.3,269.8,317.8,396.2,339.0,363.5,415.4,490.7,495.6,538.2,516.5,153.3,115.5,116.5,122.3,120.1,123.1,123.4,127.1,129.6,129.9,13.5,12.5,11.8,11.5,10.8,9.5,4.7,4.5,4.3,4.7,5.5,5.8,5.5,6.0,7.8,1151.1,820.3,1191.9,269.2,-20.5,16.0,15.0,14.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,-5.7
14612,"Dresden, Stadt",krsfr. Stadt,1175.0,1206.0,1246.0,1278.0,1306.0,1301.0,1318.0,1342.0,1364.0,1377.0,1398.0,1445.0,1474.0,1493.0,1507.0,1534.0,951.0,948.0,950.0,971.0,967.0,969.0,984.0,1009.0,1026.0,1062.0,83.3,88.7,98.4,101.5,103.9,102.2,104.4,253.5,217.5,247.4,337.6,322.0,339.5,329.7,311.3,318.6,345.0,398.3,408.7,421.3,509.1,462.7,490.1,526.4,512.4,551.1,560.6,586.1,200.3,201.0,206.6,209.3,209.0,216.2,215.3,216.5,217.7,217.4,13.6,13.0,12.4,11.9,11.4,10.4,12.4,12.1,12.1,12.9,14.0,14.5,14.8,15.6,4.2,579.5,420.0,599.1,210.8,-1.0,35.0,30.0,26.0,23.0,21.0,20.0,19.0,19.0,18.0,17.0,16.0,14.0,12.0,10.0,8.0,7.0,4.2
14625,Bautzen,Landkreis,1081.0,1132.0,1157.0,1187.0,1210.0,1221.0,1264.0,1297.0,1336.0,1359.0,1388.0,1442.0,1477.0,1504.0,1538.0,1583.0,900.0,898.0,900.0,921.0,917.0,920.0,934.0,958.0,974.0,1013.0,81.9,86.7,92.8,96.2,107.9,109.3,117.3,231.8,178.4,192.7,228.6,214.8,200.2,197.6,189.9,197.4,227.3,248.9,269.0,318.2,367.5,340.5,366.3,400.4,415.8,454.5,471.7,496.2,122.5,123.1,123.4,140.8,140.7,146.7,147.3,151.2,150.7,148.9,13.7,13.2,12.5,11.9,11.4,9.9,4.2,3.7,3.7,4.4,4.5,5.0,4.9,5.1,12.2,2242.3,1266.0,1563.9,302.5,-20.8,16.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,9.0,7.0,6.0,6.0,5.0,4.0,-22.5
14626,Görlitz,Landkreis,1034.0,1082.0,1104.0,1131.0,1150.0,1152.0,1186.0,1207.0,1240.0,1263.0,1296.0,1353.0,1383.0,1404.0,1435.0,1477.0,870.0,866.0,869.0,889.0,885.0,887.0,900.0,922.0,937.0,972.0,94.6,109.6,115.9,121.0,130.6,134.8,141.3,174.7,162.7,160.6,180.2,185.7,173.7,169.5,164.4,174.2,191.7,207.1,225.7,306.6,355.1,335.4,313.7,334.5,373.5,384.4,417.1,425.4,128.2,124.3,124.8,141.1,143.4,147.4,153.8,157.3,158.7,159.0,18.1,17.2,16.8,16.3,16.0,14.1,5.4,5.0,5.2,5.7,6.4,6.5,6.4,7.3,11.3,1848.0,1311.0,1670.0,353.8,-23.1,11.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0,3.0,-19.4
14627,Meißen,Landkreis,1094.0,1146.0,1174.0,1211.0,1247.0,1259.0,1310.0,1350.0,1381.0,1396.0,1420.0,1488.0,1519.0,1545.0,1567.0,1602.0,873.0,871.0,875.0,896.0,893.0,897.0,912.0,935.0,953.0,992.0,69.2,78.7,84.4,96.2,101.4,102.9,111.3,222.7,176.6,168.1,210.1,206.8,213.1,201.9,195.2,211.0,243.5,270.2,307.2,392.0,415.1,376.3,406.3,427.5,467.0,470.1,495.4,555.9,123.9,116.7,116.5,130.1,127.1,135.9,137.8,137.9,137.0,132.5,13.5,13.0,12.6,12.1,11.5,9.9,7.3,6.4,7.0,7.0,6.6,6.9,7.0,7.7,14.6,2062.3,1286.1,1521.2,262.7,-13.9,32.0,30.0,27.0,25.0,24.0,24.0,24.0,23.0,23.0,22.0,20.0,19.0,17.0,16.0,15.0,14.0,4.3
14628,Sächsische Schweiz-Osterzgebirge,Landkreis,1119.0,1176.0,1198.0,1232.0,1264.0,1270.0,1305.0,1326.0,1365.0,1390.0,1417.0,1479.0,1508.0,1529.0,1556.0,1593.0,890.0,886.0,889.0,909.0,904.0,907.0,921.0,944.0,959.0,996.0,85.6,89.5,103.4,107.4,120.1,126.0,135.0,223.5,160.1,165.4,184.4,185.1,193.0,192.2,179.3,189.1,210.0,228.0,271.1,297.5,346.2,328.2,353.6,381.0,408.8,434.4,447.5,476.5,107.6,102.9,104.2,117.9,116.7,121.1,123.8,124.8,126.4,126.7,12.7,12.1,11.9,11.4,10.8,9.4,6.4,5.8,5.3,5.2,5.5,5.8,5.3,5.3,17.0,1967.1,1299.8,1547.9,280.3,-9.0,30.0,27.0,25.0,24.0,23.0,22.0,22.0,22.0,21.0,20.0,19.0,17.0,16.0,15.0,14.0,13.0,6.9
14713,"Leipzig, Stadt",krsfr. Stadt,1098.0,1127.0,1158.0,1186.0,1213.0,1213.0,1247.0,1264.0,1284.0,1301.0,1327.0,1400.0,1426.0,1437.0,1431.0,1436.0,925.0,921.0,922.0,942.0,937.0,938.0,952.0,974.0,990.0,1025.0,98.4,106.5,109.9,113.8,119.7,112.5,113.9,272.6,215.3,-1.0,342.6,335.8,320.2,270.3,289.9,300.5,310.8,330.7,388.5,393.1,457.5,440.3,423.5,470.4,478.8,513.1,569.1,571.1,220.7,160.8,170.0,177.2,173.0,177.8,175.8,172.0,170.8,164.4,19.1,18.7,17.5,17.0,16.2,15.0,16.4,16.3,16.8,17.9,20.0,20.3,20.8,22.1,4.8,481.6,359.7,565.5,221.5,-0.5,32.0,27.0,22.0,18.0,16.0,14.0,12.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,8.0,2.7
14729,Leipzig,Landkreis,1116.0,1167.0,1189.0,1224.0,1261.0,1272.0,1314.0,1345.0,1391.0,1413.0,1447.0,1518.0,1559.0,1592.0,1616.0,1660.0,906.0,903.0,906.0,928.0,922.0,924.0,937.0,961.0,976.0,1012.0,70.7,80.7,86.1,92.1,105.7,114.7,119.7,256.1,201.3,213.9,235.5,225.9,221.6,204.0,187.8,204.8,233.9,244.3,281.3,345.3,395.8,379.3,388.9,408.8,434.3,462.2,503.3,530.8,116.4,119.4,121.3,135.6,132.6,134.6,139.1,142.4,143.2,143.0,13.9,13.2,12.8,12.2,11.5,10.2,5.4,5.0,5.1,5.7,6.1,6.7,6.4,6.6,11.4,1778.3,1214.4,1366.4,355.6,-12.1,38.0,35.0,33.0,31.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,22.0,21.0,21.0,7.3
14730,Nordsachsen,Landkreis,1075.0,1131.0,1150.0,1177.0,1210.0,1213.0,1246.0,1278.0,1312.0,1322.0,1359.0,1429.0,1457.0,1486.0,1506.0,1543.0,863.0,861.0,864.0,885.0,883.0,885.0,900.0,923.0,939.0,979.0,78.8,85.5,100.4,106.0,111.3,113.6,114.9,230.4,176.0,183.2,209.2,219.8,223.3,219.8,199.5,211.5,240.2,254.4,284.9,324.6,369.8,337.1,365.0,412.8,415.6,444.1,470.0,507.5,123.1,122.5,126.8,146.6,146.5,141.6,143.0,145.9,146.9,144.7,15.5,14.8,14.3,14.1,13.4,12.0,6.2,5.8,5.7,5.9,6.0,6.0,5.9,6.3,11.9,2204.8,1537.4,1632.3,307.2,-16.0,33.0,31.0,28.0,27.0,25.0,25.0,24.0,23.0,23.0,22.0,21.0,20.0,19.0,19.0,18.0,18.0,4.3
15001,"Dessau-Roßlau, Stadt",krsfr. Stadt,1081.0,1130.0,1158.0,1180.0,1188.0,1225.0,1261.0,1254.0,1294.0,1336.0,1358.0,1411.0,1450.0,1475.0,1515.0,1568.0,909.0,905.0,906.0,928.0,924.0,925.0,940.0,963.0,978.0,1013.0,66.2,78.8,99.7,103.2,115.8,152.1,154.2,201.6,153.1,196.7,217.8,239.7,214.7,203.7,206.5,210.3,249.5,276.0,268.5,323.7,369.6,352.1,356.7,423.8,423.3,465.3,491.5,512.7,358.6,358.0,357.2,361.2,357.3,367.9,372.9,379.7,375.0,370.2,18.7,17.8,17.7,17.9,17.3,15.7,13.7,10.9,10.9,11.8,12.6,14.1,14.6,14.7,3.3,759.3,756.2,859.6,228.7,-26.8,11.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,-13.8
15002,"Halle (Saale), Stadt",krsfr. Stadt,1075.0,1107.0,1134.0,1129.0,1117.0,1146.0,1176.0,1189.0,1223.0,1264.0,1276.0,1311.0,1334.0,1350.0,1373.0,1396.0,920.0,916.0,914.0,939.0,938.0,938.0,951.0,974.0,990.0,1025.0,91.0,100.7,107.4,119.9,125.3,125.9,125.5,214.5,175.0,200.8,244.6,263.2,246.1,228.5,234.8,219.6,261.3,252.9,286.0,322.0,375.4,344.8,341.5,373.3,376.1,402.9,431.1,436.4,191.6,180.6,171.4,148.0,142.9,143.6,151.4,155.0,151.2,138.2,20.7,20.3,19.5,19.5,19.4,18.0,14.5,13.0,14.5,14.9,15.6,16.9,16.3,17.9,1.0,456.7,382.3,550.6,214.1,-18.2,11.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,4.0,3.0,-7.2
15003,"Magdeburg, Stadt",krsfr. Stadt,1086.0,1116.0,1138.0,1160.0,1171.0,1185.0,1212.0,1224.0,1264.0,1304.0,1326.0,1367.0,1402.0,1421.0,1443.0,1473.0,916.0,912.0,914.0,940.0,936.0,939.0,953.0,975.0,991.0,1026.0,91.2,93.4,98.7,121.2,129.7,128.6,138.3,222.6,212.4,264.2,314.7,311.6,308.5,292.0,276.7,261.1,316.0,311.3,351.4,407.1,470.8,449.4,443.0,481.2,498.0,555.6,539.7,549.0,231.4,222.0,149.1,151.1,147.5,150.1,153.3,153.9,149.6,157.4,19.3,18.5,18.3,18.0,17.6,16.5,17.1,14.0,14.5,15.8,17.3,18.3,17.8,18.2,5.2,577.8,458.9,639.4,245.5,-14.7,17.0,16.0,15.0,14.0,13.0,12.0,12.0,11.0,10.0,9.0,8.0,7.0,7.0,6.0,6.0,5.0,-6.0
15081,Altmarkkreis Salzwedel,Landkreis,1072.0,1118.0,1120.0,1157.0,1196.0,1197.0,1219.0,1236.0,1301.0,1330.0,1369.0,1444.0,1485.0,1520.0,1538.0,1558.0,830.0,827.0,829.0,856.0,856.0,859.0,876.0,898.0,915.0,953.0,75.8,82.2,109.6,112.6,117.3,119.8,119.7,197.7,171.3,180.9,209.9,218.5,216.9,223.4,214.2,212.2,247.6,243.1,363.5,348.1,431.1,397.4,322.1,391.2,453.0,469.7,501.4,502.1,149.0,153.7,151.8,153.8,145.0,155.1,154.8,194.6,181.8,184.5,13.9,12.4,12.8,12.4,11.8,10.5,10.4,10.0,9.0,8.8,9.2,9.1,9.1,9.5,12.3,3739.0,2996.4,2380.6,287.7,-21.2,18.0,18.0,16.0,14.0,12.0,10.0,8.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0
15082,Anhalt-Bitterfeld,Landkreis,1031.0,1063.0,1086.0,1117.0,1137.0,1161.0,1197.0,1222.0,1263.0,1291.0,1310.0,1374.0,1412.0,1441.0,1478.0,1515.0,867.0,861.0,862.0,887.0,886.0,884.0,900.0,922.0,937.0,971.0,71.1,77.5,88.4,98.3,105.8,113.9,118.8,223.5,165.0,170.9,188.7,222.9,198.7,193.8,206.4,193.1,237.9,250.7,293.3,457.1,505.0,356.9,366.8,410.1,449.5,444.9,493.6,492.3,209.4,177.3,156.5,150.6,148.2,147.2,143.9,144.8,147.8,147.1,17.7,18.0,17.7,17.3,16.7,15.0,8.4,6.7,6.6,7.5,7.8,8.8,8.8,8.8,9.1,1934.1,1704.2,1838.5,348.1,-25.4,14.0,13.0,12.0,12.0,12.0,11.0,11.0,10.0,9.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,-7.6
15083,Börde,Landkreis,1096.0,1138.0,1152.0,1174.0,1210.0,1225.0,1260.0,1282.0,1342.0,1376.0,1407.0,1475.0,1513.0,1546.0,1575.0,1603.0,835.0,832.0,838.0,866.0,865.0,866.0,881.0,904.0,921.0,963.0,85.1,98.1,103.8,111.6,117.9,127.1,131.9,215.0,175.6,199.5,217.2,246.4,267.6,274.9,291.7,318.2,362.7,417.0,459.4,481.3,595.6,470.0,522.6,627.3,669.2,656.4,594.3,671.3,190.1,152.5,153.2,156.2,156.8,162.7,167.5,167.7,172.4,171.5,12.1,11.5,11.6,11.0,10.5,9.6,7.2,6.4,6.7,7.7,7.8,8.1,7.8,8.1,16.7,2503.7,1802.8,1863.9,364.9,-15.8,27.0,25.0,24.0,22.0,21.0,19.0,18.0,17.0,16.0,15.0,13.0,12.0,11.0,10.0,9.0,9.0,0.9
15084,Burgenlandkreis,Landkreis,1063.0,1109.0,1128.0,1156.0,1182.0,1190.0,1213.0,1230.0,1280.0,1313.0,1334.0,1395.0,1433.0,1456.0,1483.0,1519.0,866.0,863.0,855.0,889.0,885.0,885.0,898.0,922.0,937.0,974.0,92.9,104.9,114.7,128.1,139.2,143.5,147.3,204.0,170.4,196.0,202.2,217.8,214.6,204.5,208.2,196.0,334.6,398.1,379.5,408.8,414.7,420.4,426.3,392.2,445.3,423.2,467.3,546.7,148.2,151.9,167.0,153.9,152.5,157.0,177.9,176.8,179.6,186.1,17.8,17.3,17.5,16.9,16.4,14.7,7.6,6.6,6.6,7.2,7.8,8.3,7.6,7.9,13.3,1675.7,1525.7,1534.1,324.7,-21.7,16.0,15.0,14.0,14.0,13.0,13.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,6.0,5.0,-4.7
15085,Harz,Landkreis,1060.0,1098.0,1114.0,1139.0,1158.0,1171.0,1196.0,1217.0,1266.0,1305.0,1325.0,1389.0,1426.0,1457.0,1491.0,1520.0,844.0,841.0,841.0,866.0,864.0,865.0,879.0,900.0,915.0,951.0,110.7,120.1,118.7,136.0,159.0,165.7,167.2,203.2,169.7,172.6,202.4,202.9,204.5,202.0,202.0,210.1,243.5,227.3,273.1,328.4,355.0,312.9,344.0,381.2,400.0,426.7,448.9,458.1,167.0,166.3,166.4,164.6,162.3,179.2,180.0,179.4,183.5,179.1,16.2,15.7,15.0,14.5,13.9,12.0,7.8,7.1,7.1,7.6,8.0,8.4,7.5,7.4,13.3,1673.5,1472.5,1565.2,279.0,-22.9,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,7.0,7.0,-4.3
15086,Jerichower Land,Landkreis,1064.0,1122.0,1132.0,1172.0,1217.0,1247.0,1289.0,1315.0,1377.0,1401.0,1431.0,1496.0,1524.0,1547.0,1572.0,1598.0,850.0,848.0,852.0,879.0,876.0,881.0,897.0,919.0,937.0,977.0,112.8,123.0,134.1,138.2,153.6,165.7,166.5,208.7,165.1,179.3,190.1,214.6,205.4,185.0,188.9,195.7,220.4,235.8,256.8,312.7,392.1,355.8,342.9,388.4,434.3,444.8,487.7,492.1,135.7,135.7,135.3,137.6,133.6,145.3,147.8,150.5,152.1,151.0,15.3,14.0,13.9,13.5,12.7,11.8,7.1,5.9,5.7,5.9,5.9,6.5,5.6,6.0,13.5,3008.4,2979.4,2504.2,336.2,-18.7,24.0,23.0,21.0,20.0,18.0,17.0,17.0,16.0,15.0,13.0,12.0,11.0,10.0,9.0,8.0,8.0,-0.2
15087,Mansfeld-Südharz,Landkreis,1043.0,1088.0,1103.0,1130.0,1153.0,1163.0,1190.0,1205.0,1249.0,1281.0,1294.0,1345.0,1375.0,1398.0,1432.0,1474.0,894.0,890.0,908.0,930.0,922.0,918.0,934.0,958.0,973.0,1007.0,80.6,85.1,93.0,99.3,114.3,124.9,141.6,198.7,150.7,144.8,156.1,178.7,163.9,155.5,160.3,156.6,201.9,204.8,213.5,252.9,301.5,263.4,304.3,312.4,331.5,343.7,381.1,381.9,193.8,196.6,197.7,151.6,148.3,159.4,167.9,172.4,179.9,179.3,19.4,18.6,18.2,18.2,17.9,16.7,7.1,6.2,6.7,6.9,7.3,8.0,7.7,7.0,10.4,1668.2,1675.6,1667.4,332.9,-28.1,16.0,16.0,15.0,14.0,14.0,13.0,13.0,13.0,12.0,11.0,9.0,8.0,7.0,6.0,6.0,5.0,-7.3
15088,Saalekreis,Landkreis,1059.0,1101.0,1120.0,1146.0,1175.0,1191.0,1222.0,1260.0,1319.0,1353.0,1382.0,1454.0,1491.0,1518.0,1553.0,1595.0,894.0,890.0,897.0,923.0,916.0,916.0,930.0,954.0,971.0,1007.0,43.7,48.1,60.7,64.0,70.4,81.6,85.4,223.7,196.7,209.0,243.9,245.9,257.7,248.0,252.8,258.1,314.3,544.6,701.0,572.8,564.0,466.9,483.3,583.0,562.5,579.5,672.8,709.6,167.8,188.8,189.2,146.6,146.6,153.7,156.2,163.6,168.9,168.4,14.6,15.4,14.9,14.8,14.2,12.7,6.0,5.4,6.1,6.6,7.2,7.7,7.7,7.8,12.6,2032.2,1661.3,1624.8,300.9,-16.0,22.0,21.0,20.0,19.0,18.0,18.0,17.0,17.0,16.0,14.0,12.0,11.0,9.0,8.0,8.0,7.0,-0.2
15089,Salzlandkreis,Landkreis,1025.0,1063.0,1073.0,1103.0,1114.0,1133.0,1169.0,1185.0,1227.0,1260.0,1281.0,1336.0,1373.0,1403.0,1440.0,1474.0,854.0,850.0,854.0,878.0,874.0,874.0,887.0,909.0,924.0,960.0,101.3,104.6,124.4,135.0,147.4,157.2,160.0,206.9,156.5,157.6,185.2,191.3,194.4,204.9,217.3,221.0,267.7,255.1,282.7,326.4,359.9,320.6,329.1,370.8,398.6,423.5,433.4,468.5,161.6,162.9,157.2,159.7,158.7,159.8,162.0,165.8,168.2,167.5,20.6,20.4,19.8,19.3,18.3,16.3,8.1,6.8,6.7,7.0,7.7,8.4,8.6,9.1,13.7,1604.1,1274.2,1512.4,307.8,-25.9,16.0,15.0,14.0,13.0,12.0,11.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,6.0,5.0,5.0,-5.7
15090,Stendal,Landkreis,1014.0,1057.0,1057.0,1083.0,1116.0,1123.0,1149.0,1170.0,1221.0,1244.0,1276.0,1340.0,1373.0,1403.0,1429.0,1445.0,830.0,828.0,834.0,861.0,857.0,860.0,876.0,897.0,914.0,951.0,82.9,86.7,95.5,103.1,115.2,141.2,137.8,196.7,159.5,173.2,188.7,191.4,193.9,188.5,186.8,181.8,202.5,210.8,241.6,265.4,295.0,296.0,302.7,328.5,356.9,380.1,406.7,430.8,156.4,159.3,183.1,167.3,165.5,170.4,172.3,175.8,184.9,183.1,19.4,19.0,18.6,18.4,17.8,15.9,8.4,7.2,7.2,7.6,8.2,8.6,8.9,8.9,16.0,3200.1,2378.0,2503.6,350.9,-23.3,15.0,14.0,13.0,11.0,10.0,8.0,6.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.2
15091,Wittenberg,Landkreis,1041.0,1077.0,1092.0,1133.0,1164.0,1181.0,1212.0,1238.0,1284.0,1314.0,1336.0,1408.0,1446.0,1478.0,1510.0,1548.0,870.0,865.0,866.0,890.0,881.0,885.0,896.0,920.0,936.0,973.0,64.9,84.2,85.6,95.9,108.1,111.1,112.7,198.8,157.2,159.2,186.3,186.1,183.3,180.3,197.6,189.8,237.9,250.2,267.7,319.4,363.5,360.6,405.7,464.0,474.2,486.2,493.7,532.7,139.9,136.3,133.7,134.4,130.2,135.2,141.9,147.6,151.5,151.8,16.2,15.3,14.8,14.8,14.3,13.1,6.9,6.6,6.6,7.6,8.4,8.6,8.7,8.4,19.4,2669.9,2466.4,1888.0,283.9,-26.1,16.0,15.0,14.0,14.0,13.0,13.0,12.0,11.0,10.0,8.0,7.0,5.0,2.0,0.0,0.0,0.0,-5.5
16051,"Erfurt, Stadt",krsfr. Stadt,1130.0,1169.0,1192.0,1206.0,1224.0,1227.0,1261.0,1278.0,1307.0,1324.0,1345.0,1403.0,1432.0,1454.0,1471.0,1492.0,909.0,909.0,912.0,933.0,928.0,930.0,950.0,970.0,986.0,1022.0,89.9,98.3,99.8,99.5,116.0,122.3,119.9,268.9,203.9,254.5,340.2,317.8,313.4,287.4,311.6,281.5,325.2,376.4,461.9,423.7,507.6,394.8,466.7,471.9,503.5,540.5,564.9,589.6,160.6,161.6,166.6,176.4,175.3,177.3,178.9,182.0,183.1,180.1,16.6,15.9,15.2,14.6,13.9,13.1,16.3,15.9,16.9,18.2,18.9,20.0,19.4,18.6,7.6,764.5,590.6,684.9,228.1,-10.3,19.0,18.0,17.0,16.0,15.0,14.0,14.0,13.0,13.0,12.0,11.0,10.0,10.0,9.0,9.0,9.0,-1.1
