Kennziffer,Raumeinheit,Aggregat,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Fläche
09162,"München, Stadt",krsfr. Stadt,948105.0000,964209.0000,976699.0000,990748.0000,1003623.0000,1011663.0000,1001097.0000,1364920.0000,1388308.0000,1407836.0000,1429584.0000,1450381.0000,1464301.0000,1456039.0000,740772.0000,747284.0000,764904.0000,785290.0000,806691.0000,519667.0000,536722.0000,558949.0000,580001.0000,602536.0000,310.7000
09163,"Rosenheim, Stadt",krsfr. Stadt,39558.0000,39742.0000,40189.0000,40357.0000,41055.0000,41641.0000,41865.0000,59543.0000,59935.0000,60464.0000,60889.0000,61844.0000,62672.0000,63080.0000,31832.0000,32232.0000,32640.0000,33107.0000,33540.0000,21471.0000,22016.0000,22578.0000,23007.0000,23506.0000,37.2200
09171,Altötting,Landkreis,69299.0000,69406.0000,69813.0000,70058.0000,70572.0000,70847.0000,71225.0000,106342.0000,106515.0000,106965.0000,107465.0000,108485.0000,109422.0000,110338.0000,58727.0000,58711.0000,59389.0000,59967.0000,60599.0000,39560.0000,40463.0000,41218.0000,41998.0000,42615.0000,569.3500
09172,Berchtesgadener Land,Landkreis,64878.0000,65361.0000,65796.0000,66052.0000,66513.0000,66758.0000,66961.0000,101263.0000,101875.0000,102346.0000,102976.0000,103907.0000,104480.0000,105052.0000,47516.0000,47874.0000,48756.0000,48996.0000,49577.0000,30711.0000,31438.0000,32104.0000,32850.0000,33686.0000,839.9200
09173,Bad Tölz-Wolfratshausen,Landkreis,77398.0000,78095.0000,79267.0000,79915.0000,81012.0000,81341.0000,81740.0000,119733.0000,120664.0000,122118.0000,123340.0000,124930.0000,125668.0000,126572.0000,62298.0000,63391.0000,64733.0000,65321.0000,66226.0000,42954.0000,44193.0000,45259.0000,46388.0000,47607.0000,1110.6900
09174,Dachau,Landkreis,94367.0000,95820.0000,97660.0000,98712.0000,100915.0000,101610.0000,102491.0000,139921.0000,142021.0000,144407.0000,146279.0000,149370.0000,150839.0000,152703.0000,77626.0000,78297.0000,79320.0000,82514.0000,84057.0000,55410.0000,57688.0000,59570.0000,61389.0000,63304.0000,579.1800
09175,Ebersberg,Landkreis,84203.0000,85869.0000,87292.0000,88449.0000,90637.0000,91574.0000,92697.0000,128870.0000,131011.0000,133007.0000,134873.0000,137421.0000,139016.0000,140800.0000,67273.0000,69086.0000,72250.0000,72640.0000,74022.0000,48308.0000,50253.0000,52026.0000,53449.0000,55027.0000,549.3600
09176,Eichstätt,Landkreis,83530.0000,84587.0000,85191.0000,86170.0000,87369.0000,88501.0000,88594.0000,123961.0000,125039.0000,125858.0000,127189.0000,128805.0000,130808.0000,131646.0000,69090.0000,68672.0000,72692.0000,71307.0000,72064.0000,48497.0000,49712.0000,50903.0000,52057.0000,53357.0000,1214.0600
09177,Erding,Landkreis,86525.0000,87895.0000,89484.0000,90591.0000,91883.0000,92872.0000,93686.0000,126676.0000,128289.0000,130238.0000,131839.0000,133747.0000,135429.0000,136884.0000,71859.0000,73228.0000,75429.0000,75761.0000,77046.0000,51052.0000,52907.0000,54320.0000,55734.0000,57561.0000,870.7300
09178,Freising,Landkreis,113847.0000,115680.0000,117893.0000,118741.0000,120966.0000,122700.0000,124192.0000,164232.0000,166286.0000,169010.0000,170357.0000,173225.0000,175803.0000,177997.0000,94763.0000,95909.0000,98400.0000,99770.0000,101372.0000,68037.0000,70112.0000,71923.0000,73578.0000,75762.0000,799.8300
09179,Fürstenfeldbruck,Landkreis,130781.0000,131949.0000,133617.0000,134594.0000,136562.0000,138736.0000,139116.0000,203029.0000,205194.0000,208272.0000,210278.0000,213481.0000,216857.0000,217831.0000,107392.0000,109385.0000,111484.0000,113223.0000,114824.0000,74715.0000,77230.0000,79027.0000,80711.0000,82794.0000,434.8100
09180,Garmisch-Partenkirchen,Landkreis,52829.0000,53134.0000,53604.0000,53740.0000,54849.0000,55126.0000,55144.0000,84234.0000,84710.0000,85443.0000,85931.0000,87385.0000,87877.0000,88155.0000,43067.0000,43439.0000,43200.0000,43796.0000,44129.0000,27870.0000,28602.0000,29200.0000,29887.0000,30650.0000,1012.2100
09181,Landsberg am Lech,Landkreis,74968.0000,75530.0000,76104.0000,76848.0000,78013.0000,78618.0000,78609.0000,113539.0000,114223.0000,114926.0000,116118.0000,117657.0000,118725.0000,119141.0000,57719.0000,58560.0000,60379.0000,60705.0000,61609.0000,39308.0000,40518.0000,41880.0000,42696.0000,43774.0000,804.4100
09182,Miesbach,Landkreis,60016.0000,60603.0000,61525.0000,61884.0000,62983.0000,63166.0000,63293.0000,93971.0000,94759.0000,96049.0000,96773.0000,98286.0000,98828.0000,99189.0000,48890.0000,49047.0000,50552.0000,50480.0000,51396.0000,33050.0000,34033.0000,34935.0000,35848.0000,36772.0000,866.2200
09183,Mühldorf a.Inn,Landkreis,70515.0000,71110.0000,72609.0000,73293.0000,74702.0000,75200.0000,75851.0000,106803.0000,107363.0000,109227.0000,110296.0000,112034.0000,113222.0000,114486.0000,58198.0000,58687.0000,59000.0000,60182.0000,60581.0000,39918.0000,40923.0000,41691.0000,42458.0000,43625.0000,805.2900
09184,München,Landkreis,206230.0000,209076.0000,211660.0000,212911.0000,218310.0000,220486.0000,222542.0000,320855.0000,325744.0000,329981.0000,332800.0000,340003.0000,343405.0000,346433.0000,161901.0000,165670.0000,172933.0000,173813.0000,175931.0000,116490.0000,121101.0000,123531.0000,126075.0000,129598.0000,664.2400
09185,Neuburg-Schrobenhausen,Landkreis,60938.0000,61623.0000,62262.0000,62699.0000,63454.0000,64013.0000,64037.0000,90973.0000,91783.0000,92700.0000,93505.0000,94654.0000,95759.0000,96164.0000,50264.0000,51438.0000,51000.0000,52829.0000,53612.0000,35514.0000,36332.0000,37291.0000,38191.0000,39361.0000,739.7900
09186,Pfaffenhofen a.d.Ilm,Landkreis,79378.0000,80599.0000,81913.0000,82932.0000,84846.0000,85086.0000,85513.0000,116973.0000,118349.0000,119987.0000,121594.0000,124128.0000,125085.0000,126244.0000,64313.0000,65806.0000,66762.0000,68214.0000,69455.0000,45751.0000,47136.0000,48952.0000,50231.0000,51821.0000,761.1500
09187,Rosenheim,Landkreis,160601.0000,161684.0000,163646.0000,164698.0000,167503.0000,167693.0000,168590.0000,245264.0000,247133.0000,249810.0000,251850.0000,256074.0000,257466.0000,259449.0000,127199.0000,128316.0000,130464.0000,131612.0000,134051.0000,85376.0000,87541.0000,90235.0000,92661.0000,94930.0000,1439.5500
09188,Starnberg,Landkreis,79974.0000,80864.0000,81753.0000,82428.0000,83632.0000,84124.0000,84571.0000,128111.0000,129530.0000,130811.0000,131873.0000,133621.0000,134732.0000,135545.0000,59979.0000,60909.0000,62379.0000,63111.0000,63790.0000,41017.0000,42245.0000,43276.0000,44164.0000,45071.0000,487.7300
09189,Traunstein,Landkreis,108614.0000,109148.0000,109650.0000,110673.0000,112328.0000,112760.0000,113098.0000,168827.0000,169464.0000,170364.0000,171978.0000,174162.0000,175431.0000,176290.0000,87346.0000,88122.0000,88406.0000,90338.0000,91455.0000,58718.0000,60498.0000,61844.0000,63395.0000,65203.0000,1533.9700
09190,Weilheim-Schongau,Landkreis,83785.0000,84008.0000,84729.0000,84975.0000,86263.0000,86594.0000,86580.0000,129060.0000,129568.0000,130387.0000,131190.0000,132906.0000,133859.0000,134252.0000,67863.0000,68777.0000,69714.0000,70277.0000,71001.0000,46827.0000,47872.0000,49152.0000,50107.0000,51210.0000,966.3700
09261,"Landshut, Stadt",krsfr. Stadt,42532.0000,43201.0000,43938.0000,44865.0000,46193.0000,46553.0000,47379.0000,64277.0000,65322.0000,66179.0000,67509.0000,69211.0000,70025.0000,71193.0000,33409.0000,33944.0000,35271.0000,35922.0000,36812.0000,22902.0000,23785.0000,24477.0000,25335.0000,26371.0000,65.8100
09262,"Passau, Stadt",krsfr. Stadt,32677.0000,33013.0000,33427.0000,33884.0000,34316.0000,34642.0000,35208.0000,48623.0000,49038.0000,49454.0000,49952.0000,50566.0000,51074.0000,51781.0000,24767.0000,24825.0000,24911.0000,25308.0000,25612.0000,15049.0000,15409.0000,15861.0000,16208.0000,16656.0000,69.5700
09263,"Straubing, Stadt",krsfr. Stadt,30015.0000,30390.0000,30627.0000,30937.0000,31458.0000,31607.0000,31846.0000,44642.0000,45099.0000,45502.0000,46027.0000,46806.0000,47142.0000,47586.0000,23629.0000,23942.0000,24018.0000,24497.0000,24964.0000,15688.0000,16052.0000,16699.0000,17167.0000,17678.0000,67.5800
09271,Deggendorf,Landkreis,77268.0000,77291.0000,77821.0000,78009.0000,78478.0000,78915.0000,79511.0000,114690.0000,114733.0000,115374.0000,115699.0000,116596.0000,117601.0000,118741.0000,62707.0000,63631.0000,65182.0000,64649.0000,65403.0000,42685.0000,43367.0000,44625.0000,45723.0000,46779.0000,861.3200
09272,Freyung-Grafenau,Landkreis,52461.0000,52351.0000,52279.0000,52401.0000,52364.0000,52314.0000,52167.0000,78130.0000,77817.0000,77626.0000,77927.0000,78122.0000,78180.0000,78345.0000,40989.0000,41499.0000,41974.0000,42188.0000,42638.0000,27392.0000,27966.0000,28768.0000,29161.0000,29811.0000,984.1600
09273,Kelheim,Landkreis,76129.0000,76769.0000,77761.0000,78722.0000,80604.0000,81006.0000,81457.0000,113191.0000,113996.0000,115232.0000,116495.0000,118965.0000,119969.0000,121119.0000,62245.0000,62917.0000,64483.0000,65159.0000,66277.0000,43685.0000,44825.0000,46426.0000,47528.0000,48998.0000,1065.9700
09274,Landshut,Landkreis,99885.0000,100753.0000,101803.0000,102749.0000,104559.0000,104620.0000,105381.0000,147758.0000,148862.0000,150316.0000,151819.0000,154577.0000,155442.0000,157239.0000,82532.0000,83300.0000,85923.0000,85937.0000,87609.0000,57686.0000,58948.0000,60324.0000,62169.0000,63678.0000,1347.8900
09275,Passau,Landkreis,122452.0000,122785.0000,123118.0000,123332.0000,124595.0000,124169.0000,124701.0000,184531.0000,184905.0000,185671.0000,186284.0000,188336.0000,188904.0000,190504.0000,98445.0000,99069.0000,99816.0000,101241.0000,102192.0000,66050.0000,67637.0000,69239.0000,70171.0000,71749.0000,1530.2900
09276,Regen,Landkreis,51088.0000,50877.0000,50858.0000,50692.0000,51049.0000,50968.0000,50734.0000,76525.0000,76329.0000,76257.0000,76265.0000,76812.0000,77187.0000,77489.0000,40301.0000,40624.0000,41289.0000,41376.0000,41878.0000,27406.0000,27731.0000,28530.0000,29055.0000,29434.0000,974.9500
09277,Rottal-Inn,Landkreis,76466.0000,77249.0000,77540.0000,77836.0000,78565.0000,78575.0000,79023.0000,116849.0000,117437.0000,117654.0000,118164.0000,119218.0000,119617.0000,120371.0000,62097.0000,62176.0000,63343.0000,63890.0000,64611.0000,42158.0000,43275.0000,44265.0000,44999.0000,45810.0000,1281.4200
09278,Straubing-Bogen,Landkreis,64552.0000,65146.0000,65678.0000,66057.0000,66558.0000,66563.0000,66686.0000,96140.0000,96667.0000,97323.0000,97967.0000,98806.0000,99221.0000,99838.0000,52627.0000,52524.0000,53793.0000,54398.0000,55241.0000,35749.0000,36647.0000,37727.0000,38589.0000,39850.0000,1201.9100
09279,Dingolfing-Landau,Landkreis,61261.0000,61940.0000,63122.0000,63713.0000,64222.0000,64738.0000,65117.0000,90567.0000,91267.0000,92565.0000,93450.0000,94104.0000,95035.0000,95831.0000,52579.0000,53479.0000,56400.0000,56183.0000,57605.0000,36751.0000,37771.0000,39085.0000,40721.0000,41639.0000,877.8000
09361,"Amberg, Stadt",krsfr. Stadt,27300.0000,27162.0000,27165.0000,27084.0000,27286.0000,27467.0000,27231.0000,41790.0000,41578.0000,41592.0000,41535.0000,41861.0000,42348.0000,42248.0000,22794.0000,22805.0000,22918.0000,23001.0000,23083.0000,14786.0000,14976.0000,15290.0000,15574.0000,15780.0000,50.1400
09362,"Regensburg, Stadt",krsfr. Stadt,94995.0000,96796.0000,98501.0000,100016.0000,102486.0000,104880.0000,106588.0000,136352.0000,138296.0000,140276.0000,142292.0000,145465.0000,148638.0000,150894.0000,73106.0000,74635.0000,77213.0000,78542.0000,79958.0000,49455.0000,51440.0000,52611.0000,54480.0000,57140.0000,80.7000
09363,"Weiden i.d.OPf., Stadt",krsfr. Stadt,27127.0000,27126.0000,27188.0000,27254.0000,27458.0000,27723.0000,27612.0000,41734.0000,41684.0000,41726.0000,41817.0000,42055.0000,42494.0000,42543.0000,22417.0000,22647.0000,23014.0000,22925.0000,23102.0000,14249.0000,14564.0000,14996.0000,15256.0000,15512.0000,70.5500
09371,Amberg-Sulzbach,Landkreis,69015.0000,69118.0000,69054.0000,69114.0000,69413.0000,68886.0000,68468.0000,103597.0000,103352.0000,103074.0000,103045.0000,103568.0000,103009.0000,102836.0000,57369.0000,57781.0000,58906.0000,58252.0000,58447.0000,39299.0000,39948.0000,40587.0000,41120.0000,41842.0000,1255.7400
09372,Cham,Landkreis,84177.0000,84438.0000,84455.0000,84457.0000,84457.0000,84541.0000,84303.0000,125504.0000,125620.0000,125553.0000,125844.0000,126359.0000,126918.0000,127339.0000,68954.0000,68640.0000,70086.0000,69960.0000,70566.0000,47196.0000,47771.0000,48882.0000,49695.0000,50544.0000,1520.1900
09373,Neumarkt i.d.OPf.,Landkreis,85672.0000,86304.0000,86934.0000,87668.0000,88533.0000,89204.0000,89476.0000,126746.0000,127145.0000,127826.0000,128975.0000,130385.0000,131662.0000,132644.0000,69014.0000,70135.0000,72458.0000,72130.0000,73171.0000,48630.0000,49669.0000,50999.0000,52165.0000,53318.0000,1344.1100
09374,Neustadt a.d.Waldnaab,Landkreis,64530.0000,64572.0000,64401.0000,64122.0000,63853.0000,63167.0000,62901.0000,96094.0000,95849.0000,95447.0000,95184.0000,95078.0000,94528.0000,94486.0000,52871.0000,53081.0000,53610.0000,53578.0000,53677.0000,35623.0000,36098.0000,36722.0000,37138.0000,37530.0000,1427.6900
09375,Regensburg,Landkreis,124833.0000,125561.0000,126552.0000,126802.0000,127845.0000,127957.0000,128437.0000,183161.0000,184344.0000,185980.0000,187205.0000,189390.0000,190481.0000,192200.0000,102800.0000,103911.0000,104192.0000,106649.0000,108020.0000,70961.0000,72634.0000,74488.0000,76086.0000,77526.0000,1391.9000
09376,Schwandorf,Landkreis,95588.0000,96148.0000,96362.0000,96739.0000,97544.0000,97442.0000,97622.0000,142630.0000,142947.0000,143060.0000,143614.0000,144864.0000,145382.0000,146487.0000,78808.0000,78703.0000,79514.0000,81023.0000,81815.0000,54138.0000,55286.0000,56795.0000,58134.0000,59289.0000,1464.9700
09377,Tirschenreuth,Landkreis,49035.0000,48803.0000,48506.0000,48247.0000,48188.0000,47786.0000,47435.0000,74483.0000,73923.0000,73457.0000,73250.0000,73314.0000,72918.0000,72730.0000,39743.0000,39985.0000,40255.0000,40286.0000,40519.0000,26737.0000,27048.0000,27519.0000,27823.0000,28188.0000,1084.2300
09461,"Bamberg, Stadt",krsfr. Stadt,47793.0000,48073.0000,48350.0000,49028.0000,50085.0000,51908.0000,52919.0000,70712.0000,70863.0000,71167.0000,71952.0000,73331.0000,75743.0000,77179.0000,36456.0000,36730.0000,37980.0000,38223.0000,38641.0000,23570.0000,23989.0000,24431.0000,24972.0000,25788.0000,54.6200
09462,"Bayreuth, Stadt",krsfr. Stadt,48432.0000,48683.0000,48695.0000,48649.0000,49106.0000,49738.0000,50295.0000,71214.0000,71482.0000,71572.0000,71601.0000,72148.0000,73065.0000,73999.0000,36321.0000,36704.0000,37016.0000,37505.0000,37609.0000,23000.0000,23466.0000,23902.0000,24204.0000,24891.0000,66.9300
09463,"Coburg, Stadt",krsfr. Stadt,26736.0000,26811.0000,26823.0000,26772.0000,26969.0000,26773.0000,26798.0000,40991.0000,41022.0000,40994.0000,41062.0000,41257.0000,41071.0000,41236.0000,21281.0000,21529.0000,21672.0000,22006.0000,22226.0000,14540.0000,15098.0000,15474.0000,15756.0000,16180.0000,48.2900
09464,"Hof, Stadt",krsfr. Stadt,28497.0000,28447.0000,28489.0000,28234.0000,28509.0000,28716.0000,29090.0000,44511.0000,44461.0000,44522.0000,44325.0000,44660.0000,45183.0000,45950.0000,22639.0000,22650.0000,22783.0000,22924.0000,22926.0000,14868.0000,15152.0000,15472.0000,15664.0000,16001.0000,58.0300
09471,Bamberg,Landkreis,97982.0000,98243.0000,98724.0000,98770.0000,99219.0000,98904.0000,98811.0000,143746.0000,143758.0000,144425.0000,144695.0000,145570.0000,146042.0000,146584.0000,83043.0000,83630.0000,85897.0000,85237.0000,86090.0000,57745.0000,58639.0000,59958.0000,61037.0000,61998.0000,1167.8600
09472,Bayreuth,Landkreis,69571.0000,69344.0000,69059.0000,68797.0000,68444.0000,67865.0000,67463.0000,105227.0000,104901.0000,104637.0000,104615.0000,104306.0000,103876.0000,103805.0000,57850.0000,58357.0000,58865.0000,59445.0000,59568.0000,40076.0000,40957.0000,41231.0000,41563.0000,41932.0000,1273.7700
09473,Coburg,Landkreis,57464.0000,57228.0000,56922.0000,56711.0000,56463.0000,56275.0000,56065.0000,87404.0000,87006.0000,86719.0000,86715.0000,86599.0000,86734.0000,86885.0000,48536.0000,48771.0000,48829.0000,49209.0000,49520.0000,34980.0000,35382.0000,36063.0000,36446.0000,36788.0000,590.4900
09474,Forchheim,Landkreis,76212.0000,76461.0000,76419.0000,76507.0000,76892.0000,76765.0000,76683.0000,112986.0000,113331.0000,113424.0000,113900.0000,114834.0000,115259.0000,115681.0000,63131.0000,63477.0000,64688.0000,64963.0000,65314.0000,44884.0000,45806.0000,46643.0000,47365.0000,47981.0000,642.7800
09475,Hof,Landkreis,62547.0000,61944.0000,61553.0000,61080.0000,60833.0000,60302.0000,60151.0000,98787.0000,97873.0000,97096.0000,96608.0000,96429.0000,95915.0000,95773.0000,50536.0000,50475.0000,50400.0000,50502.0000,50590.0000,34906.0000,35272.0000,35630.0000,35943.0000,36089.0000,892.5600
09476,Kronach,Landkreis,45692.0000,45428.0000,44950.0000,44525.0000,44424.0000,44005.0000,43772.0000,69599.0000,69095.0000,68484.0000,67998.0000,67916.0000,67613.0000,67474.0000,38745.0000,38670.0000,38568.0000,38660.0000,38655.0000,27021.0000,27212.0000,27409.0000,27394.0000,27582.0000,651.5200
09477,Kulmbach,Landkreis,48216.0000,47933.0000,47688.0000,47306.0000,47183.0000,46623.0000,46481.0000,73710.0000,73211.0000,72898.0000,72541.0000,72468.0000,71993.0000,72012.0000,40678.0000,40873.0000,41020.0000,40996.0000,41117.0000,27906.0000,28288.0000,28942.0000,29195.0000,29396.0000,658.3400
09478,Lichtenfels,Landkreis,44418.0000,44349.0000,43998.0000,43930.0000,43909.0000,43680.0000,43580.0000,67245.0000,67109.0000,66644.0000,66540.0000,66655.0000,66640.0000,66777.0000,37644.0000,37778.0000,38659.0000,38530.0000,38615.0000,26126.0000,26586.0000,27295.0000,27563.0000,27797.0000,519.9600
09479,Wunsiedel i.Fichtelgebirge,Landkreis,47548.0000,47039.0000,46477.0000,46104.0000,45875.0000,45775.0000,45644.0000,75441.0000,74599.0000,73783.0000,73403.0000,73185.0000,73260.0000,73485.0000,38773.0000,38359.0000,38635.0000,38270.0000,38272.0000,26117.0000,26381.0000,26787.0000,26900.0000,27053.0000,606.4300
09561,"Ansbach, Stadt",krsfr. Stadt,25861.0000,25985.0000,26129.0000,26215.0000,27061.0000,27196.0000,27171.0000,39600.0000,39684.0000,39839.0000,40010.0000,41159.0000,41532.0000,41652.0000,21807.0000,21933.0000,21939.0000,22281.0000,22505.0000,14793.0000,15029.0000,15302.0000,15568.0000,16109.0000,99.9100
09562,"Erlangen, Stadt",krsfr. Stadt,71459.0000,72344.0000,72545.0000,73065.0000,74539.0000,75840.0000,76465.0000,104312.0000,105412.0000,105624.0000,106423.0000,108336.0000,110238.0000,110998.0000,58217.0000,59165.0000,60659.0000,60966.0000,61036.0000,41341.0000,42364.0000,43022.0000,43211.0000,43805.0000,76.9500
09563,"Fürth, Stadt",krsfr. Stadt,79444.0000,80852.0000,81973.0000,83182.0000,85009.0000,85704.0000,86348.0000,116640.0000,118358.0000,119808.0000,121519.0000,124171.0000,125403.0000,126526.0000,64602.0000,65656.0000,67145.0000,68410.0000,69695.0000,45690.0000,47249.0000,48315.0000,49694.0000,51550.0000,63.3500
09564,"Nürnberg, Stadt",krsfr. Stadt,326537.0000,330419.0000,333131.0000,333998.0000,340693.0000,340732.0000,342948.0000,490085.0000,495121.0000,498876.0000,501072.0000,509975.0000,511628.0000,515201.0000,264619.0000,267877.0000,273103.0000,278005.0000,280730.0000,180371.0000,186806.0000,189752.0000,194388.0000,200164.0000,186.3800
09565,"Schwabach, Stadt",krsfr. Stadt,25098.0000,25406.0000,25634.0000,25879.0000,26236.0000,26326.0000,26230.0000,38610.0000,39137.0000,39546.0000,39941.0000,40428.0000,40707.0000,40781.0000,20651.0000,20802.0000,21065.0000,21428.0000,21727.0000,14133.0000,14541.0000,14977.0000,15309.0000,15658.0000,40.8200
09571,Ansbach,Landkreis,118808.0000,119301.0000,119774.0000,120003.0000,121153.0000,121228.0000,121510.0000,178262.0000,178289.0000,178914.0000,179419.0000,181314.0000,182178.0000,183256.0000,99056.0000,99573.0000,103000.0000,102065.0000,102802.0000,69655.0000,71189.0000,72781.0000,73570.0000,74885.0000,1971.8300
09572,Erlangen-Höchstadt,Landkreis,87647.0000,87758.0000,88004.0000,88278.0000,88799.0000,88540.0000,88364.0000,130747.0000,131227.0000,132012.0000,132830.0000,134136.0000,134640.0000,135334.0000,71823.0000,72526.0000,74167.0000,74399.0000,75013.0000,52321.0000,53222.0000,54285.0000,55213.0000,55941.0000,564.6600
09573,Fürth,Landkreis,74514.0000,74630.0000,74759.0000,73842.0000,73795.0000,74467.0000,74093.0000,113259.0000,113959.0000,114513.0000,113847.0000,114291.0000,115971.0000,116193.0000,61175.0000,61760.0000,62941.0000,63354.0000,63759.0000,43514.0000,44296.0000,45003.0000,45679.0000,46542.0000,307.5700
09574,Nürnberger Land,Landkreis,107204.0000,107382.0000,107674.0000,108022.0000,109020.0000,109366.0000,109423.0000,164079.0000,164564.0000,165000.0000,165918.0000,167643.0000,168893.0000,169752.0000,88615.0000,88893.0000,89387.0000,90724.0000,91537.0000,62096.0000,63131.0000,64432.0000,65599.0000,66860.0000,799.5700
09575,Neustadt a.d.Aisch-Bad Windsheim,Landkreis,64854.0000,64953.0000,64994.0000,65125.0000,65642.0000,65690.0000,65673.0000,97518.0000,97409.0000,97482.0000,97808.0000,98751.0000,99332.0000,99641.0000,53579.0000,53947.0000,53808.0000,54992.0000,55409.0000,37726.0000,38534.0000,39270.0000,39915.0000,40595.0000,1267.5500
09576,Roth,Landkreis,81873.0000,81973.0000,82143.0000,82340.0000,83145.0000,83180.0000,83072.0000,123120.0000,123168.0000,123431.0000,123890.0000,125140.0000,125563.0000,126101.0000,67004.0000,67481.0000,68226.0000,69208.0000,69671.0000,47228.0000,47956.0000,48862.0000,49787.0000,50751.0000,895.4000
09577,Weißenburg-Gunzenhausen,Landkreis,60510.0000,60661.0000,60741.0000,60803.0000,61166.0000,61277.0000,61145.0000,92182.0000,92187.0000,92331.0000,92518.0000,93342.0000,93974.0000,94208.0000,49800.0000,50363.0000,51273.0000,51208.0000,51608.0000,34224.0000,34987.0000,35977.0000,36560.0000,37095.0000,970.9000
09661,"Aschaffenburg, Stadt",krsfr. Stadt,45020.0000,45292.0000,45469.0000,45540.0000,45947.0000,45826.0000,46170.0000,67470.0000,67681.0000,67844.0000,68167.0000,68986.0000,69187.0000,69928.0000,37109.0000,37363.0000,37656.0000,38300.0000,38429.0000,24680.0000,25216.0000,25550.0000,25995.0000,26461.0000,62.4700
09662,"Schweinfurt, Stadt",krsfr. Stadt,32893.0000,32969.0000,32877.0000,32611.0000,32760.0000,33227.0000,33607.0000,52118.0000,52098.0000,51851.0000,51610.0000,51969.0000,52724.0000,53437.0000,26675.0000,26950.0000,27290.0000,27246.0000,27172.0000,17634.0000,18069.0000,18459.0000,18732.0000,19025.0000,35.7000
09663,"Würzburg, Stadt",krsfr. Stadt,87120.0000,87172.0000,87224.0000,86583.0000,86913.0000,87772.0000,88002.0000,124449.0000,124577.0000,124698.0000,124219.0000,124873.0000,126010.0000,126635.0000,65382.0000,66991.0000,68208.0000,70006.0000,70426.0000,42306.0000,43608.0000,44738.0000,45668.0000,47074.0000,87.6300
09671,Aschaffenburg,Landkreis,115352.0000,115664.0000,115720.0000,115344.0000,115742.0000,114736.0000,114215.0000,172351.0000,172575.0000,172791.0000,172776.0000,173695.0000,173504.0000,173969.0000,95011.0000,95682.0000,96455.0000,97187.0000,97614.0000,65046.0000,66421.0000,67273.0000,67946.0000,69072.0000,699.1400
09672,Bad Kissingen,Landkreis,67049.0000,66711.0000,66402.0000,66216.0000,66109.0000,65775.0000,65517.0000,103653.0000,103124.0000,102865.0000,102901.0000,103106.0000,103100.0000,103265.0000,55407.0000,55569.0000,56475.0000,55946.0000,56073.0000,37355.0000,37895.0000,38533.0000,38986.0000,39591.0000,1136.9500
09673,Rhön-Grabfeld,Landkreis,53163.0000,53033.0000,52954.0000,52490.0000,52361.0000,52230.0000,51853.0000,80469.0000,80224.0000,79965.0000,79676.0000,79723.0000,79855.0000,79796.0000,43605.0000,43848.0000,44188.0000,44135.0000,44521.0000,30044.0000,30481.0000,31062.0000,31592.0000,31848.0000,1021.7500
09674,Haßberge,Landkreis,56979.0000,56901.0000,56795.0000,56683.0000,56805.0000,56219.0000,55977.0000,84440.0000,84226.0000,84090.0000,84152.0000,84581.0000,84373.0000,84464.0000,48293.0000,48503.0000,48743.0000,49092.0000,49229.0000,32717.0000,33155.0000,33742.0000,34060.0000,34491.0000,956.3900
09675,Kitzingen,Landkreis,58893.0000,59099.0000,59146.0000,59226.0000,59740.0000,59655.0000,59901.0000,87731.0000,87899.0000,88097.0000,88492.0000,89306.0000,89748.0000,90429.0000,48104.0000,48177.0000,49344.0000,49736.0000,50308.0000,32962.0000,33773.0000,34569.0000,35199.0000,35902.0000,684.2000
09676,Miltenberg,Landkreis,85213.0000,85345.0000,85309.0000,85129.0000,85206.0000,84859.0000,84355.0000,128122.0000,127944.0000,127909.0000,127941.0000,128446.0000,128543.0000,128484.0000,70795.0000,71719.0000,72914.0000,72248.0000,72472.0000,48484.0000,49182.0000,49807.0000,50381.0000,51313.0000,715.8800
09677,Main-Spessart,Landkreis,84621.0000,84279.0000,84031.0000,83384.0000,83157.0000,82571.0000,82263.0000,127154.0000,126496.0000,126295.0000,125915.0000,126123.0000,126301.0000,126523.0000,72911.0000,72412.0000,71929.0000,73386.0000,73490.0000,50091.0000,50853.0000,51594.0000,51998.0000,52538.0000,1321.4600
09678,Schweinfurt,Landkreis,75117.0000,75021.0000,75206.0000,75502.0000,76058.0000,75622.0000,75302.0000,112991.0000,112857.0000,113007.0000,113747.0000,114813.0000,114823.0000,115105.0000,63200.0000,63473.0000,64000.0000,64490.0000,65045.0000,44420.0000,45139.0000,45912.0000,46588.0000,47138.0000,841.4600
09679,Würzburg,Landkreis,106405.0000,106163.0000,106350.0000,106319.0000,106479.0000,106096.0000,105586.0000,158128.0000,158026.0000,158580.0000,159253.0000,160427.0000,161041.0000,161340.0000,88553.0000,88979.0000,90000.0000,90102.0000,90643.0000,59486.0000,60408.0000,61695.0000,62510.0000,63476.0000,968.3900
